measure_name,state_name,pctt_rank,pctt_value,pctt_score,pctt_lower_ci,pctt_upper_ci
Prenatal Care Before Third Trimester - Mother Ages 40-44,New Mexico,,84.5,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,New York,,95.9,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,North Carolina,,94.3,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,North Dakota,,,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Ohio,,92.0,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Oklahoma,,92.7,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Oregon,,95.9,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Pennsylvania,,92.3,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Rhode Island,,,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,South Carolina,,93.0,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,South Dakota,,91.5,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Tennessee,,91.2,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Texas,,90.1,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Utah,,95.9,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Vermont,,,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Virginia,,95.7,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Washington,,94.8,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,West Virginia,,93.8,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Wisconsin,,94.2,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Wyoming,,,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,United States,,94.3,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,District of Columbia,,93.1,,,
Prenatal Care Before Third Trimester - Some College,Alabama,27.0,94.0,,,
Prenatal Care Before Third Trimester - Some College,Alaska,23.0,94.6,,,
Prenatal Care Before Third Trimester - Some College,Arizona,45.0,92.8,,,
Prenatal Care Before Third Trimester - Some College,Arkansas,48.0,92.2,,,
Prenatal Care Before Third Trimester - Some College,California,4.0,96.6,,,
Prenatal Care Before Third Trimester - Some College,Colorado,27.0,94.0,,,
Prenatal Care Before Third Trimester - Some College,Connecticut,5.0,96.4,,,
Prenatal Care Before Third Trimester - Some College,Delaware,30.0,93.8,,,
Prenatal Care Before Third Trimester - Some College,Florida,41.0,93.3,,,
Prenatal Care Before Third Trimester - Some College,Georgia,47.0,92.5,,,
Prenatal Care Before Third Trimester - Some College,Hawaii,36.0,93.6,,,
Prenatal Care Before Third Trimester - Some College,Idaho,8.0,96.3,,,
Prenatal Care Before Third Trimester - Some College,Illinois,26.0,94.1,,,
Prenatal Care Before Third Trimester - Some College,Indiana,24.0,94.5,,,
Prenatal Care Before Third Trimester - Some College,Iowa,15.0,95.5,,,
Prenatal Care Before Third Trimester - Some College,Kansas,9.0,96.2,,,
Prenatal Care Before Third Trimester - Some College,Kentucky,17.0,95.1,,,
Prenatal Care Before Third Trimester - Some College,Louisiana,19.0,94.9,,,
Prenatal Care Before Third Trimester - Some College,Maine,9.0,96.2,,,
Prenatal Care Before Third Trimester - Some College,Maryland,38.0,93.5,,,
Prenatal Care Before Third Trimester - Some College,Massachusetts,20.0,94.8,,,
Prenatal Care Before Third Trimester - Some College,Michigan,12.0,96.1,,,
Prenatal Care Before Third Trimester - Some College,Minnesota,5.0,96.4,,,
Prenatal Care Before Third Trimester - Some College,Mississippi,15.0,95.5,,,
Prenatal Care Before Third Trimester - Some College,Missouri,21.0,94.7,,,
Prenatal Care Before Third Trimester - Some College,Montana,25.0,94.4,,,
Prenatal Care Before Third Trimester - Some College,Nebraska,21.0,94.7,,,
Prenatal Care Before Third Trimester - Some College,Nevada,38.0,93.5,,,
Prenatal Care Before Third Trimester - Some College,New Hampshire,5.0,96.4,,,
Prenatal Care Before Third Trimester - Some College,New Jersey,32.0,93.7,,,
Prenatal Care Before Third Trimester - Some College,New Mexico,50.0,90.8,,,
Prenatal Care Before Third Trimester - Some College,New York,18.0,95.0,,,
Prenatal Care Before Third Trimester - Some College,North Carolina,36.0,93.6,,,
Prenatal Care Before Third Trimester - Some College,North Dakota,40.0,93.4,,,
Prenatal Care Before Third Trimester - Some College,Ohio,29.0,93.9,,,
Prenatal Care Before Third Trimester - Some College,Oklahoma,30.0,93.8,,,
Prenatal Care Before Third Trimester - Some College,Oregon,12.0,96.1,,,
Prenatal Care Before Third Trimester - Some College,Pennsylvania,42.0,93.2,,,
Prenatal Care Before Third Trimester - Some College,Rhode Island,2.0,98.6,,,
Prenatal Care Before Third Trimester - Some College,South Carolina,32.0,93.7,,,
Prenatal Care Before Third Trimester - Some College,South Dakota,44.0,92.9,,,
Prenatal Care Before Third Trimester - Some College,Tennessee,46.0,92.6,,,
Prenatal Care Before Third Trimester - Some College,Texas,49.0,91.4,,,
Prenatal Care Before Third Trimester - Some College,Utah,3.0,96.7,,,
Prenatal Care Before Third Trimester - Some College,Vermont,1.0,98.7,,,
Prenatal Care Before Third Trimester - Some College,Virginia,14.0,95.8,,,
Prenatal Care Before Third Trimester - Some College,Washington,32.0,93.7,,,
Prenatal Care Before Third Trimester - Some College,West Virginia,43.0,93.1,,,
Prenatal Care Before Third Trimester - Some College,Wisconsin,9.0,96.2,,,
Prenatal Care Before Third Trimester - Some College,Wyoming,32.0,93.7,,,
Prenatal Care Before Third Trimester - Some College,United States,,94.2,,,
Prenatal Care Before Third Trimester - Some College,District of Columbia,,88.3,,,
Prenatal Care Before Third Trimester - White,Alabama,39.0,94.7,,,
Prenatal Care Before Third Trimester - White,Alaska,41.0,94.6,,,
Prenatal Care Before Third Trimester - White,Arizona,43.0,94.1,,,
Prenatal Care Before Third Trimester - White,Arkansas,50.0,92.5,,,
Prenatal Care Before Third Trimester - White,California,7.0,97.2,,,
Prenatal Care Before Third Trimester - White,Colorado,28.0,95.5,,,
Prenatal Care Before Third Trimester - White,Connecticut,3.0,97.6,,,
Prenatal Care Before Third Trimester - White,Delaware,35.0,94.9,,,
Prenatal Care Before Third Trimester - White,Florida,46.0,93.4,,,
Prenatal Care Before Third Trimester - White,Georgia,35.0,94.9,,,
Prenatal Care Before Third Trimester - White,Hawaii,27.0,95.7,,,
Prenatal Care Before Third Trimester - White,Idaho,15.0,96.4,,,
Prenatal Care Before Third Trimester - White,Illinois,20.0,96.3,,,
Prenatal Care Before Third Trimester - White,Indiana,31.0,95.2,,,
Prenatal Care Before Third Trimester - White,Iowa,15.0,96.4,,,
Prenatal Care Before Third Trimester - White,Kansas,5.0,97.3,,,
Prenatal Care Before Third Trimester - White,Kentucky,32.0,95.1,,,
Prenatal Care Before Third Trimester - White,Louisiana,25.0,95.8,,,
Prenatal Care Before Third Trimester - White,Maine,9.0,96.8,,,
Prenatal Care Before Third Trimester - White,Maryland,25.0,95.8,,,
Prenatal Care Before Third Trimester - White,Massachusetts,15.0,96.4,,,
Prenatal Care Before Third Trimester - White,Michigan,23.0,96.1,,,
Prenatal Care Before Third Trimester - White,Minnesota,3.0,97.6,,,
Prenatal Care Before Third Trimester - White,Mississippi,15.0,96.4,,,
Prenatal Care Before Third Trimester - White,Missouri,28.0,95.5,,,
Prenatal Care Before Third Trimester - White,Montana,20.0,96.3,,,
Prenatal Care Before Third Trimester - White,Nebraska,11.0,96.6,,,
Prenatal Care Before Third Trimester - White,Nevada,46.0,93.4,,,
Prenatal Care Before Third Trimester - White,New Hampshire,15.0,96.4,,,
Prenatal Care Before Third Trimester - White,New Jersey,23.0,96.1,,,
Prenatal Care Before Third Trimester - White,New Mexico,49.0,92.6,,,
Prenatal Care Before Third Trimester - White,New York,8.0,96.9,,,
Prenatal Care Before Third Trimester - White,North Carolina,30.0,95.3,,,
Prenatal Care Before Third Trimester - White,North Dakota,11.0,96.6,,,
Prenatal Care Before Third Trimester - White,Ohio,37.0,94.8,,,
Prenatal Care Before Third Trimester - White,Oklahoma,44.0,94.0,,,
Prenatal Care Before Third Trimester - White,Oregon,20.0,96.3,,,
Prenatal Care Before Third Trimester - White,Pennsylvania,33.0,95.0,,,
Prenatal Care Before Third Trimester - White,Rhode Island,1.0,98.7,,,
Prenatal Care Before Third Trimester - White,South Carolina,37.0,94.8,,,
Prenatal Care Before Third Trimester - White,South Dakota,11.0,96.6,,,
Prenatal Care Before Third Trimester - White,Tennessee,42.0,94.2,,,
Prenatal Care Before Third Trimester - White,Texas,48.0,93.0,,,
Prenatal Care Before Third Trimester - White,Utah,5.0,97.3,,,
Prenatal Care Before Third Trimester - White,Vermont,2.0,98.5,,,
Prenatal Care Before Third Trimester - White,Virginia,14.0,96.5,,,
Prenatal Care Before Third Trimester - White,Washington,39.0,94.7,,,
Prenatal Care Before Third Trimester - White,West Virginia,45.0,93.5,,,
Prenatal Care Before Third Trimester - White,Wisconsin,10.0,96.7,,,
Prenatal Care Before Third Trimester - White,Wyoming,33.0,95.0,,,
Prenatal Care Before Third Trimester - White,United States,,95.5,,,
Prenatal Care Before Third Trimester - White,District of Columbia,,97.8,,,
