id,year,measure_name,state,rank,value
1076,2014,All Determinants,Ohio,38.0,-0.249
1077,2014,All Determinants,Oklahoma,45.0,-0.444
1078,2014,All Determinants,Oregon,8.0,0.376
1079,2014,All Determinants,Pennsylvania,26.0,0.054000000000000006
1080,2014,All Determinants,Rhode Island,15.0,0.307
1081,2014,All Determinants,South Carolina,46.0,-0.448
1082,2014,All Determinants,South Dakota,21.0,0.182
1083,2014,All Determinants,Tennessee,44.0,-0.429
1084,2014,All Determinants,Texas,35.0,-0.172
1085,2014,All Determinants,Utah,6.0,0.468
1086,2014,All Determinants,Virginia,19.0,0.241
1087,2014,All Determinants,Vermont,1.0,0.7090000000000001
1088,2014,All Determinants,Washington,14.0,0.33
1089,2014,All Determinants,Wisconsin,22.0,0.165
1090,2014,All Determinants,West Virginia,43.0,-0.403
1091,2014,All Determinants,Wyoming,24.0,0.118
1092,2014,High Health Status - Female,Alabama,47.0,43.3
1093,2014,High Health Status - Female,Alaska,19.0,53.5
1094,2014,High Health Status - Female,Arizona,28.0,51.0
1095,2014,High Health Status - Female,Arkansas,46.0,43.4
1096,2014,High Health Status - Female,California,36.0,49.4
1097,2014,High Health Status - Female,Colorado,6.0,57.7
1098,2014,High Health Status - Female,Connecticut,7.0,57.3
1099,2014,High Health Status - Female,Delaware,29.0,50.3
1100,2014,High Health Status - Female,Florida,38.0,48.8
1101,2014,High Health Status - Female,Georgia,40.0,47.3
1102,2014,High Health Status - Female,Hawaii,35.0,49.5
1103,2014,High Health Status - Female,Idaho,10.0,56.4
1104,2014,High Health Status - Female,Illinois,31.0,50.2
1105,2014,High Health Status - Female,Indiana,37.0,49.2
1106,2014,High Health Status - Female,Iowa,16.0,54.9
1107,2014,High Health Status - Female,Kansas,23.0,52.5
1108,2014,High Health Status - Female,Kentucky,45.0,43.5
1109,2014,High Health Status - Female,Louisiana,44.0,45.1
1110,2014,High Health Status - Female,Maine,9.0,56.9
1111,2014,High Health Status - Female,Maryland,17.0,54.7
1112,2014,High Health Status - Female,Massachusetts,3.0,59.2
1113,2014,High Health Status - Female,Michigan,25.0,51.8
1114,2014,High Health Status - Female,Minnesota,5.0,58.2
1115,2014,High Health Status - Female,Mississippi,48.0,42.8
1116,2014,High Health Status - Female,Missouri,25.0,51.8
1117,2014,High Health Status - Female,Montana,12.0,55.7
1118,2014,High Health Status - Female,Nebraska,11.0,56.3
1119,2014,High Health Status - Female,Nevada,39.0,48.2
1120,2014,High Health Status - Female,New Hampshire,2.0,61.1
1121,2014,High Health Status - Female,New Jersey,27.0,51.4
1122,2014,High Health Status - Female,New Mexico,43.0,45.2
1123,2014,High Health Status - Female,New York,29.0,50.3
1124,2014,High Health Status - Female,North Carolina,32.0,49.9
1125,2014,High Health Status - Female,North Dakota,15.0,55.2
1126,2014,High Health Status - Female,Ohio,32.0,49.9
1127,2014,High Health Status - Female,Oklahoma,41.0,46.3
1128,2014,High Health Status - Female,Oregon,13.0,55.4
1129,2014,High Health Status - Female,Pennsylvania,24.0,52.2
1130,2014,High Health Status - Female,Rhode Island,19.0,53.5
1131,2014,High Health Status - Female,South Carolina,34.0,49.7
1132,2014,High Health Status - Female,South Dakota,7.0,57.3
1133,2014,High Health Status - Female,Tennessee,42.0,46.0
1134,2014,High Health Status - Female,Texas,49.0,42.1
1135,2014,High Health Status - Female,Utah,4.0,58.4
1136,2014,High Health Status - Female,Vermont,1.0,64.1
1137,2014,High Health Status - Female,Virginia,22.0,52.7
1138,2014,High Health Status - Female,Washington,18.0,53.7
1139,2014,High Health Status - Female,West Virginia,50.0,41.9
1140,2014,High Health Status - Female,Wisconsin,21.0,53.0
1141,2014,High Health Status - Female,Wyoming,14.0,55.3
1142,2014,High Health Status - Female,United States,,50.1
1143,2014,High Health Status - Female,District of Columbia,,61.9
1144,2014,Overall,Alaska,26.0,0.125
1145,2014,Overall,Alabama,43.0,-0.664
1146,2014,Overall,United States,,
1147,2014,Overall,Arkansas,49.0,-0.934
1148,2014,Overall,Arizona,29.0,-0.039
1149,2014,Overall,California,17.0,0.348
1150,2014,Overall,Colorado,8.0,0.574
1151,2014,Overall,Connecticut,4.0,0.738
1152,2014,Overall,District of Columbia,,
1153,2014,Overall,Delaware,35.0,-0.225
1154,2014,Overall,Florida,32.0,-0.15
1155,2014,Overall,Georgia,38.0,-0.322
1156,2014,Overall,Hawaii,1.0,0.91
1157,2014,Overall,Iowa,24.0,0.217
1158,2014,Overall,Idaho,18.0,0.337
1159,2014,Overall,Illinois,30.0,-0.079
1160,2014,Overall,Indiana,41.0,-0.381
1161,2014,Overall,Kansas,27.0,0.077
1162,2014,Overall,Kentucky,47.0,-0.752
1163,2014,Overall,Louisiana,48.0,-0.8029999999999999
1164,2014,Overall,Massachusetts,3.0,0.741
1165,2014,Overall,Maryland,16.0,0.354
1166,2014,Overall,Maine,20.0,0.303
1167,2014,Overall,Michigan,34.0,-0.205
1168,2014,Overall,Minnesota,6.0,0.726
1169,2014,Overall,Missouri,36.0,-0.281
1170,2014,Overall,Mississippi,50.0,-1.0
1171,2014,Overall,Montana,22.0,0.279
1172,2014,Overall,North Carolina,37.0,-0.287
1173,2014,Overall,North Dakota,9.0,0.55
1174,2014,Overall,Nebraska,10.0,0.502
1175,2014,Overall,New Hampshire,7.0,0.6779999999999999
1176,2014,Overall,New Jersey,11.0,0.473
1177,2014,Overall,New Mexico,33.0,-0.175
1178,2014,Overall,Nevada,39.0,-0.334
1179,2014,Overall,New York,14.0,0.389
1180,2014,Overall,Ohio,40.0,-0.358
1181,2014,Overall,Oklahoma,46.0,-0.743
1182,2014,Overall,Oregon,12.0,0.407
1183,2014,Overall,Pennsylvania,28.0,0.009000000000000001
1184,2014,Overall,Rhode Island,15.0,0.366
1185,2014,Overall,South Carolina,42.0,-0.6409999999999999
1186,2014,Overall,South Dakota,18.0,0.337
1187,2014,Overall,Tennessee,45.0,-0.7140000000000001
1188,2014,Overall,Texas,31.0,-0.109
1189,2014,Overall,Utah,5.0,0.7290000000000001
1190,2014,Overall,Virginia,21.0,0.298
1191,2014,Overall,Vermont,2.0,0.8540000000000001
1192,2014,Overall,Washington,13.0,0.398
1193,2014,Overall,Wisconsin,23.0,0.232
1194,2014,Overall,West Virginia,44.0,-0.713
1195,2014,Overall,Wyoming,25.0,0.209
1196,2014,Primary Care Physicians,Alabama,40.0,101.9
1197,2014,Primary Care Physicians,Alaska,29.0,113.2
1198,2014,Primary Care Physicians,Arizona,43.0,98.4
1199,2014,Primary Care Physicians,Arkansas,39.0,102.6
1200,2014,Primary Care Physicians,California,22.0,122.2
1201,2014,Primary Care Physicians,Colorado,24.0,120.7
1202,2014,Primary Care Physicians,Connecticut,6.0,166.7
1203,2014,Primary Care Physicians,Delaware,30.0,112.8
1204,2014,Primary Care Physicians,Florida,32.0,110.0
1205,2014,Primary Care Physicians,Georgia,36.0,105.4
1206,2014,Primary Care Physicians,Hawaii,9.0,140.2
1207,2014,Primary Care Physicians,Idaho,50.0,80.1
1208,2014,Primary Care Physicians,Illinois,11.0,133.9
1209,2014,Primary Care Physicians,Indiana,37.0,104.2
1210,2014,Primary Care Physicians,Iowa,46.0,85.7
1211,2014,Primary Care Physicians,Kansas,35.0,106.6
1212,2014,Primary Care Physicians,Kentucky,38.0,103.0
1213,2014,Primary Care Physicians,Louisiana,20.0,123.7
1214,2014,Primary Care Physicians,Maine,14.0,130.2
1215,2014,Primary Care Physicians,Maryland,2.0,178.5
1216,2014,Primary Care Physicians,Massachusetts,1.0,200.8
1217,2014,Primary Care Physicians,Michigan,22.0,122.2
1218,2014,Primary Care Physicians,Minnesota,7.0,145.2
1219,2014,Primary Care Physicians,Mississippi,49.0,81.8
1220,2014,Primary Care Physicians,Missouri,31.0,111.8
1221,2014,Primary Care Physicians,Montana,41.0,99.7
1222,2014,Primary Care Physicians,Nebraska,25.0,118.5
1223,2014,Primary Care Physicians,Nevada,47.0,85.3
1224,2014,Primary Care Physicians,New Hampshire,10.0,135.7
1225,2014,Primary Care Physicians,New Jersey,8.0,143.7
1226,2014,Primary Care Physicians,New Mexico,27.0,115.6
1227,2014,Primary Care Physicians,New York,5.0,167.3
1228,2014,Primary Care Physicians,North Carolina,26.0,117.9
1229,2014,Primary Care Physicians,North Dakota,21.0,123.6
1230,2014,Primary Care Physicians,Ohio,17.0,125.0
1231,2014,Primary Care Physicians,Oklahoma,48.0,84.8
1232,2014,Primary Care Physicians,Oregon,12.0,131.5
1233,2014,Primary Care Physicians,Pennsylvania,13.0,130.3
1234,2014,Primary Care Physicians,Rhode Island,3.0,177.0
1235,2014,Primary Care Physicians,South Carolina,33.0,107.9
1236,2014,Primary Care Physicians,South Dakota,28.0,113.5
1237,2014,Primary Care Physicians,Tennessee,19.0,124.4
1238,2014,Primary Care Physicians,Texas,42.0,98.8
1239,2014,Primary Care Physicians,Utah,44.0,90.8
1240,2014,Primary Care Physicians,Vermont,4.0,170.9
1241,2014,Primary Care Physicians,Virginia,16.0,125.8
1242,2014,Primary Care Physicians,Washington,15.0,126.7
1243,2014,Primary Care Physicians,West Virginia,34.0,107.8
1244,2014,Primary Care Physicians,Wisconsin,17.0,125.0
1245,2014,Primary Care Physicians,Wyoming,45.0,90.0
1246,2014,Primary Care Physicians,United States,,123.5
1247,2014,Primary Care Physicians,District of Columbia,,324.6
1248,2015,All Determinants,Alaska,30.0,-0.114
1249,2015,All Determinants,Alabama,43.0,-0.371
1250,2015,All Determinants,United States,,
1251,2015,All Determinants,Arkansas,48.0,-0.584
1252,2015,All Determinants,Arizona,32.0,-0.141
1253,2015,All Determinants,California,16.0,0.284
1254,2015,All Determinants,Colorado,13.0,0.324
1255,2015,All Determinants,Connecticut,4.0,0.529
1256,2015,All Determinants,District of Columbia,,
1257,2015,All Determinants,Delaware,31.0,-0.121
1258,2015,All Determinants,Florida,33.0,-0.163
1259,2015,All Determinants,Georgia,38.0,-0.28800000000000003
1260,2015,All Determinants,Hawaii,3.0,0.5820000000000001
1261,2015,All Determinants,Iowa,24.0,0.087
1262,2015,All Determinants,Idaho,20.0,0.16
1263,2015,All Determinants,Illinois,27.0,0.003
1264,2015,All Determinants,Indiana,41.0,-0.309
1265,2015,All Determinants,Kansas,26.0,0.029
1266,2015,All Determinants,Kentucky,39.0,-0.29600000000000004
1267,2015,All Determinants,Louisiana,50.0,-0.767
1268,2015,All Determinants,Massachusetts,2.0,0.602
1269,2015,All Determinants,Maryland,15.0,0.295
1270,2015,All Determinants,Maine,10.0,0.353
1271,2015,All Determinants,Michigan,35.0,-0.19
1272,2015,All Determinants,Minnesota,7.0,0.371
1273,2015,All Determinants,Missouri,34.0,-0.182
1274,2015,All Determinants,Mississippi,49.0,-0.6659999999999999
1275,2015,All Determinants,Montana,23.0,0.117
1276,2015,All Determinants,North Carolina,28.0,-0.028
1277,2015,All Determinants,North Dakota,18.0,0.231
1278,2015,All Determinants,Nebraska,14.0,0.305
1279,2015,All Determinants,New Hampshire,5.0,0.495
1280,2015,All Determinants,New Jersey,11.0,0.345
1281,2015,All Determinants,New Mexico,40.0,-0.301
1282,2015,All Determinants,Nevada,45.0,-0.409
1283,2015,All Determinants,New York,8.0,0.368
1284,2015,All Determinants,Ohio,36.0,-0.226
1285,2015,All Determinants,Oklahoma,46.0,-0.41
1286,2015,All Determinants,Oregon,17.0,0.266
1287,2015,All Determinants,Pennsylvania,25.0,0.039
1288,2015,All Determinants,Rhode Island,12.0,0.335
1289,2015,All Determinants,South Carolina,44.0,-0.397
1290,2015,All Determinants,South Dakota,21.0,0.154
1291,2015,All Determinants,Tennessee,42.0,-0.319
1292,2015,All Determinants,Texas,37.0,-0.235
1293,2015,All Determinants,Utah,6.0,0.397
1294,2015,All Determinants,Virginia,19.0,0.228
1295,2015,All Determinants,Vermont,1.0,0.674
1296,2015,All Determinants,Washington,9.0,0.35700000000000004
1297,2015,All Determinants,Wisconsin,22.0,0.146
1298,2015,All Determinants,West Virginia,47.0,-0.442
1299,2015,All Determinants,Wyoming,29.0,-0.043
1300,2015,High Health Status - Female,Alabama,47.0,43.5
1301,2015,High Health Status - Female,Alaska,8.0,57.3
1302,2015,High Health Status - Female,Arizona,29.0,50.5
1303,2015,High Health Status - Female,Arkansas,48.0,43.1
1304,2015,High Health Status - Female,California,31.0,50.2
1305,2015,High Health Status - Female,Colorado,10.0,57.1
1306,2015,High Health Status - Female,Connecticut,6.0,57.9
1307,2015,High Health Status - Female,Delaware,26.0,51.8
1308,2015,High Health Status - Female,Oregon,15.0,55.4
1309,2015,High Health Status - Female,Pennsylvania,22.0,53.0
1310,2015,High Health Status - Female,Rhode Island,17.0,55.1
1311,2015,High Health Status - Female,South Carolina,36.0,48.7
1312,2015,High Health Status - Female,South Dakota,16.0,55.2
1313,2015,High Health Status - Female,Tennessee,44.0,44.7
1314,2015,High Health Status - Female,Texas,45.0,44.4
1315,2015,High Health Status - Female,Utah,5.0,58.1
1316,2015,High Health Status - Female,Vermont,2.0,60.7
1317,2015,High Health Status - Female,Virginia,22.0,53.0
1318,2015,High Health Status - Female,Washington,21.0,53.5
1319,2015,High Health Status - Female,West Virginia,50.0,40.9
1320,2015,High Health Status - Female,Wisconsin,20.0,54.1
1321,2015,High Health Status - Female,Wyoming,12.0,56.8
1322,2015,High Health Status - Female,United States,,50.4
1323,2015,High Health Status - Female,District of Columbia,,62.3
1324,2015,High Health Status - Female,Florida,38.0,48.1
1325,2015,High Health Status - Female,Georgia,36.0,48.7
1326,2015,High Health Status - Female,Hawaii,35.0,48.8
1327,2015,High Health Status - Female,Idaho,8.0,57.3
1328,2015,High Health Status - Female,Illinois,30.0,50.4
1329,2015,High Health Status - Female,Indiana,43.0,45.2
1330,2015,High Health Status - Female,Iowa,14.0,56.3
1331,2015,High Health Status - Female,Kansas,22.0,53.0
1332,2015,High Health Status - Female,Kentucky,46.0,43.6
1333,2015,High Health Status - Female,Louisiana,40.0,47.2
1334,2015,High Health Status - Female,Maine,7.0,57.8
1335,2015,High Health Status - Female,Maryland,13.0,56.4
1336,2015,High Health Status - Female,Massachusetts,3.0,58.8
1337,2015,High Health Status - Female,Michigan,28.0,50.8
1338,2015,High Health Status - Female,Minnesota,3.0,58.8
1339,2015,High Health Status - Female,Mississippi,49.0,41.6
1340,2015,High Health Status - Female,Missouri,33.0,49.5
1341,2015,High Health Status - Female,Montana,18.0,54.5
1342,2015,High Health Status - Female,Nebraska,11.0,57.0
1343,2015,High Health Status - Female,Nevada,41.0,46.6
1344,2015,High Health Status - Female,New Hampshire,1.0,61.3
1345,2015,High Health Status - Female,New Jersey,26.0,51.8
1346,2015,High Health Status - Female,New Mexico,42.0,45.6
1347,2015,High Health Status - Female,New York,25.0,51.9
1348,2015,High Health Status - Female,North Carolina,32.0,49.8
1349,2015,High Health Status - Female,North Dakota,19.0,54.4
1350,2015,High Health Status - Female,Ohio,34.0,49.4
1351,2015,High Health Status - Female,Oklahoma,39.0,47.6
1352,2015,Overall,Alaska,27.0,0.057
1353,2015,Overall,Alabama,46.0,-0.696
1354,2015,Overall,United States,,
1355,2015,Overall,Arkansas,48.0,-0.888
1356,2015,Overall,Arizona,30.0,-0.069
1357,2015,Overall,California,16.0,0.354
1358,2015,Overall,Colorado,8.0,0.56
1359,2015,Overall,Connecticut,6.0,0.669
1360,2015,Overall,District of Columbia,,
1361,2015,Overall,Delaware,32.0,-0.162
1362,2015,Overall,Florida,33.0,-0.174
1363,2015,Overall,Georgia,40.0,-0.371
1364,2015,Overall,Hawaii,1.0,0.892
1365,2015,Overall,Iowa,22.0,0.238
1366,2015,Overall,Idaho,17.0,0.35100000000000003
1367,2015,Overall,Illinois,28.0,-0.001
1368,2015,Overall,Indiana,41.0,-0.44
1369,2015,Overall,Kansas,26.0,0.105
1370,2015,Overall,Kentucky,44.0,-0.599
1371,2015,Overall,Louisiana,50.0,-0.986
1372,2015,Overall,Massachusetts,3.0,0.7090000000000001
1373,2015,Overall,Maryland,18.0,0.33
1374,2015,Overall,Maine,15.0,0.37
1375,2015,Overall,Michigan,35.0,-0.275
1376,2015,Overall,Minnesota,4.0,0.696
1377,2015,Overall,Missouri,36.0,-0.29100000000000004
1378,2015,Overall,Mississippi,49.0,-0.952
1379,2015,Overall,Montana,23.0,0.208
1380,2015,Overall,North Carolina,31.0,-0.13
1381,2015,Overall,North Dakota,12.0,0.453
1382,2015,Overall,Nebraska,10.0,0.49
1383,2015,Overall,New Hampshire,5.0,0.688
1384,2015,Overall,New Jersey,11.0,0.473
1385,2015,Overall,New Mexico,37.0,-0.317
1386,2015,Overall,Nevada,38.0,-0.354
1387,2015,Overall,New York,13.0,0.438
1388,2015,Overall,Ohio,39.0,-0.366
1389,2015,Overall,Oklahoma,45.0,-0.6629999999999999
1390,2015,Overall,Oregon,20.0,0.306
1391,2015,Overall,Pennsylvania,29.0,-0.028
1392,2015,Overall,Rhode Island,14.0,0.377
1393,2015,Overall,South Carolina,42.0,-0.555
1394,2015,Overall,South Dakota,19.0,0.318
1395,2015,Overall,Tennessee,43.0,-0.586
1396,2015,Overall,Texas,34.0,-0.191
1397,2015,Overall,Utah,7.0,0.653
1398,2015,Overall,Virginia,21.0,0.294
1399,2015,Overall,Vermont,2.0,0.831
1400,2015,Overall,Washington,9.0,0.512
1401,2015,Overall,Wisconsin,24.0,0.192
1402,2015,Overall,West Virginia,47.0,-0.77
1403,2015,Overall,Wyoming,25.0,0.132
1404,2015,Primary Care Physicians,Alabama,40.0,103.5
1405,2015,Primary Care Physicians,Alaska,31.0,114.2
1406,2015,Primary Care Physicians,Arizona,42.0,99.7
1407,2015,Primary Care Physicians,Arkansas,39.0,105.3
1408,2015,Primary Care Physicians,California,22.0,123.3
1409,2015,Primary Care Physicians,Colorado,23.0,123.2
1410,2015,Primary Care Physicians,Connecticut,6.0,169.0
1411,2015,Primary Care Physicians,Delaware,30.0,114.3
1412,2015,Primary Care Physicians,Florida,32.0,111.7
1413,2015,Primary Care Physicians,Georgia,36.0,107.1
1414,2015,Primary Care Physicians,Hawaii,9.0,140.9
1415,2015,Primary Care Physicians,Idaho,50.0,81.5
1416,2015,Primary Care Physicians,Illinois,10.0,138.8
1417,2015,Primary Care Physicians,Indiana,38.0,106.7
1418,2015,Primary Care Physicians,Iowa,45.0,89.0
1419,2015,Primary Care Physicians,Kansas,35.0,108.3
1420,2015,Primary Care Physicians,Kentucky,37.0,107.0
1421,2015,Primary Care Physicians,Louisiana,20.0,125.0
1422,2015,Primary Care Physicians,Maine,12.0,135.2
1423,2015,Primary Care Physicians,Maryland,2.0,183.7
1424,2015,Primary Care Physicians,Massachusetts,1.0,206.7
1425,2015,Primary Care Physicians,Michigan,21.0,124.1
1426,2015,Primary Care Physicians,Minnesota,7.0,146.2
1427,2015,Primary Care Physicians,Mississippi,49.0,84.7
1428,2015,Primary Care Physicians,Missouri,28.0,115.2
1429,2015,Primary Care Physicians,Montana,41.0,102.6
1430,2015,Primary Care Physicians,Nebraska,24.0,123.1
1431,2015,Primary Care Physicians,Nevada,47.0,85.6
1432,2015,Primary Care Physicians,New Hampshire,11.0,137.5
1433,2015,Primary Care Physicians,New Jersey,8.0,145.2
1434,2015,Primary Care Physicians,New Mexico,26.0,119.9
1435,2015,Primary Care Physicians,New York,5.0,170.1
1436,2015,Primary Care Physicians,North Carolina,27.0,119.7
1437,2015,Primary Care Physicians,North Dakota,25.0,122.4
1438,2015,Primary Care Physicians,Ohio,15.0,129.7
1439,2015,Primary Care Physicians,Oklahoma,48.0,85.2
1440,2015,Primary Care Physicians,Oregon,14.0,134.6
1441,2015,Primary Care Physicians,Pennsylvania,13.0,135.1
1442,2015,Primary Care Physicians,Rhode Island,4.0,179.6
1443,2015,Primary Care Physicians,South Carolina,34.0,108.8
1444,2015,Primary Care Physicians,South Dakota,29.0,114.9
1445,2015,Primary Care Physicians,Tennessee,18.0,126.4
1446,2015,Primary Care Physicians,Texas,43.0,99.4
1447,2015,Primary Care Physicians,Utah,44.0,90.5
1448,2015,Primary Care Physicians,Vermont,3.0,181.3
1449,2015,Primary Care Physicians,Virginia,17.0,127.2
1450,2015,Primary Care Physicians,Washington,16.0,128.2
1451,2015,Primary Care Physicians,West Virginia,33.0,109.2
1452,2015,Primary Care Physicians,Wisconsin,19.0,125.3
1453,2015,Primary Care Physicians,Wyoming,46.0,88.7
1454,2015,Primary Care Physicians,United States,,127.4
1455,2015,Primary Care Physicians,District of Columbia,,325.5
1456,2016,All Determinants,Alaska,33.0,-0.139
1457,2016,All Determinants,Alabama,46.0,-0.4270000000000001
1458,2016,All Determinants,Arkansas,48.0,-0.506
1459,2016,All Determinants,Arizona,30.0,-0.062
1460,2016,All Determinants,California,16.0,0.277
1461,2016,All Determinants,Colorado,10.0,0.373
1462,2016,All Determinants,Connecticut,3.0,0.618
1463,2016,All Determinants,Delaware,28.0,-0.003
1464,2016,All Determinants,Florida,36.0,-0.227
1465,2016,All Determinants,Georgia,43.0,-0.355
1466,2016,All Determinants,Hawaii,4.0,0.616
1467,2016,All Determinants,Iowa,19.0,0.229
1468,2016,All Determinants,Idaho,18.0,0.231
1469,2016,All Determinants,Illinois,24.0,0.063
1470,2016,All Determinants,Indiana,37.0,-0.228
1471,2016,All Determinants,Kansas,29.0,-0.058
1472,2016,All Determinants,Kentucky,44.0,-0.36
1473,2016,All Determinants,Louisiana,49.0,-0.7070000000000001
1474,2016,All Determinants,Massachusetts,1.0,0.648
1475,2016,All Determinants,Maryland,13.0,0.315
1476,2016,All Determinants,Maine,20.0,0.224
1477,2016,All Determinants,Michigan,32.0,-0.136
1478,2016,All Determinants,Minnesota,6.0,0.456
1479,2016,All Determinants,Missouri,34.0,-0.202
1480,2016,All Determinants,Mississippi,50.0,-0.745
1481,2016,All Determinants,Montana,23.0,0.09
1482,2016,All Determinants,North Carolina,31.0,-0.096
1483,2016,All Determinants,North Dakota,13.0,0.315
1484,2016,All Determinants,Nebraska,15.0,0.28600000000000003
1485,2016,All Determinants,New Hampshire,5.0,0.556
1486,2016,All Determinants,New Jersey,7.0,0.443
1487,2016,All Determinants,New Mexico,41.0,-0.334
1488,2016,All Determinants,Nevada,40.0,-0.295
1489,2016,All Determinants,New York,12.0,0.341
1490,2016,All Determinants,Ohio,39.0,-0.251
1491,2016,All Determinants,Oklahoma,47.0,-0.428
1492,2016,All Determinants,Oregon,17.0,0.239
1493,2016,All Determinants,Pennsylvania,25.0,0.035
1494,2016,All Determinants,Rhode Island,8.0,0.438
1495,2016,All Determinants,South Carolina,42.0,-0.345
1496,2016,All Determinants,South Dakota,26.0,0.012
1497,2016,All Determinants,Tennessee,45.0,-0.365
1498,2016,All Determinants,Texas,35.0,-0.224
1499,2016,All Determinants,Utah,11.0,0.37
1500,2016,All Determinants,Virginia,21.0,0.209
1501,2016,All Determinants,Vermont,2.0,0.627
1502,2016,All Determinants,Washington,9.0,0.4270000000000001
1503,2016,All Determinants,Wisconsin,22.0,0.114
1504,2016,All Determinants,West Virginia,38.0,-0.243
1505,2016,All Determinants,Wyoming,27.0,0.008
1506,2016,High Health Status - Female,Alabama,45.0,43.8
1507,2016,High Health Status - Female,Alaska,16.0,55.1
1508,2016,High Health Status - Female,Arizona,29.0,51.0
1509,2016,High Health Status - Female,Arkansas,46.0,43.4
1510,2016,High Health Status - Female,California,33.0,50.4
1511,2016,High Health Status - Female,Colorado,7.0,57.8
1512,2016,High Health Status - Female,Connecticut,5.0,58.2
1513,2016,High Health Status - Female,Delaware,24.0,51.7
1514,2016,High Health Status - Female,Florida,34.0,50.1
1515,2016,High Health Status - Female,Georgia,36.0,48.5
1516,2016,High Health Status - Female,Hawaii,38.0,48.1
1517,2016,High Health Status - Female,Idaho,10.0,56.8
1518,2016,High Health Status - Female,Illinois,26.0,51.4
1519,2016,High Health Status - Female,Indiana,36.0,48.5
1520,2016,High Health Status - Female,Iowa,14.0,55.4
1521,2016,High Health Status - Female,Kansas,25.0,51.6
1522,2016,High Health Status - Female,Kentucky,42.0,45.3
1523,2016,High Health Status - Female,Louisiana,41.0,45.6
1524,2016,High Health Status - Female,Maine,11.0,56.3
1525,2016,High Health Status - Female,Maryland,8.0,57.1
1526,2016,High Health Status - Female,Massachusetts,6.0,58.0
1527,2016,High Health Status - Female,Michigan,35.0,48.9
1528,2016,High Health Status - Female,Minnesota,4.0,58.8
1529,2016,High Health Status - Female,Mississippi,49.0,42.6
1530,2016,High Health Status - Female,Missouri,27.0,51.2
1531,2016,High Health Status - Female,Montana,18.0,54.6
1532,2016,High Health Status - Female,Nebraska,15.0,55.3
1533,2016,High Health Status - Female,Nevada,50.0,42.4
1534,2016,High Health Status - Female,New Hampshire,2.0,59.3
1535,2016,High Health Status - Female,New Jersey,27.0,51.2
1536,2016,High Health Status - Female,New Mexico,39.0,47.8
1537,2016,High Health Status - Female,New York,31.0,50.7
1538,2016,High Health Status - Female,North Carolina,40.0,47.7
1539,2016,High Health Status - Female,North Dakota,12.0,55.9
1540,2016,High Health Status - Female,Ohio,23.0,51.8
1541,2016,High Health Status - Female,Oklahoma,44.0,44.7
1542,2016,High Health Status - Female,Oregon,22.0,52.5
1543,2016,High Health Status - Female,Pennsylvania,31.0,50.7
1544,2016,High Health Status - Female,Rhode Island,19.0,54.3
1545,2016,High Health Status - Female,South Carolina,30.0,50.8
1546,2016,High Health Status - Female,South Dakota,17.0,54.8
1547,2016,High Health Status - Female,Tennessee,43.0,45.2
1548,2016,High Health Status - Female,Texas,47.0,43.2
1549,2016,High Health Status - Female,Utah,2.0,59.3
1550,2016,High Health Status - Female,Vermont,1.0,60.5
1551,2016,High Health Status - Female,Virginia,21.0,53.7
1552,2016,High Health Status - Female,Washington,13.0,55.6
1553,2016,High Health Status - Female,West Virginia,47.0,43.2
1554,2016,High Health Status - Female,Wisconsin,19.0,54.3
1555,2016,High Health Status - Female,Wyoming,9.0,57.0
1556,2016,High Health Status - Female,United States,,50.4
1557,2016,High Health Status - Female,District of Columbia,,59.8
1558,2016,Overall,Alaska,30.0,-0.031
1559,2016,Overall,Alabama,47.0,-0.7929999999999999
1560,2016,Overall,Arkansas,48.0,-0.8340000000000001
1561,2016,Overall,Arizona,29.0,-0.02
1562,2016,Overall,California,16.0,0.34600000000000003
1563,2016,Overall,Colorado,10.0,0.5589999999999999
1564,2016,Overall,Connecticut,3.0,0.747
1565,2016,Overall,Delaware,31.0,-0.077
1566,2016,Overall,Florida,36.0,-0.307
1567,2016,Overall,Georgia,41.0,-0.464
1568,2016,Overall,Hawaii,1.0,0.905
1569,2016,Overall,Iowa,17.0,0.343
1570,2016,Overall,Idaho,15.0,0.35600000000000004
1571,2016,Overall,Illinois,26.0,0.084
1572,2016,Overall,Indiana,39.0,-0.3720000000000001
1573,2016,Overall,Kansas,27.0,-0.012
1574,2016,Overall,Kentucky,45.0,-0.6509999999999999
1575,2016,Overall,Louisiana,49.0,-1.043
1576,2016,Overall,Massachusetts,2.0,0.76
1577,2016,Overall,Maryland,18.0,0.322
1578,2016,Overall,Maine,22.0,0.192
1579,2016,Overall,Michigan,34.0,-0.251
1580,2016,Overall,Minnesota,4.0,0.727
1581,2016,Overall,Missouri,37.0,-0.338
1582,2016,Overall,Mississippi,50.0,-1.123
1583,2016,Overall,Montana,23.0,0.17800000000000002
1584,2016,Overall,North Carolina,32.0,-0.194
1585,2016,Overall,North Dakota,11.0,0.473
1586,2016,Overall,Nebraska,12.0,0.4320000000000001
1587,2016,Overall,New Hampshire,6.0,0.696
1588,2016,Overall,New Jersey,9.0,0.5710000000000001
1589,2016,Overall,New Mexico,38.0,-0.363
1590,2016,Overall,Nevada,35.0,-0.304
1591,2016,Overall,New York,13.0,0.43
1592,2016,Overall,Ohio,40.0,-0.391
1593,2016,Overall,Oklahoma,46.0,-0.691
1594,2016,Overall,Oregon,21.0,0.211
