year,measure_name,state,rank,value
2014,Overall,Minnesota,6,0.726
2014,Overall,Missouri,36,-0.281
2014,Overall,Mississippi,50,-1.0
2014,Overall,Montana,22,0.27899999999999997
2014,Overall,North Carolina,37,-0.287
2014,Overall,North Dakota,9,0.55
2014,Overall,Nebraska,10,0.502
2014,Overall,New Hampshire,7,0.6779999999999999
2014,Overall,New Jersey,11,0.473
2014,Overall,New Mexico,33,-0.175
2014,Overall,Nevada,39,-0.33399999999999996
2014,Overall,New York,14,0.389
2014,Overall,Ohio,40,-0.358
2014,Overall,Oklahoma,46,-0.743
2014,Overall,Oregon,12,0.40700000000000003
2014,Overall,Pennsylvania,28,0.009000000000000001
2014,Overall,Rhode Island,15,0.366
2014,Overall,South Carolina,42,-0.6409999999999999
2014,Overall,South Dakota,18,0.337
2014,Overall,Tennessee,45,-0.7140000000000001
2014,Overall,Texas,31,-0.109
2014,Overall,Utah,5,0.7290000000000001
2014,Overall,Virginia,21,0.298
2014,Overall,Vermont,2,0.8540000000000001
2014,Overall,Washington,13,0.39799999999999996
2014,Overall,Wisconsin,23,0.23199999999999998
2014,Overall,West Virginia,44,-0.713
2014,Overall,Wyoming,25,0.209
2014,Primary Care Physicians,Alabama,40,101.9
2014,Primary Care Physicians,Alaska,29,113.2
2014,Primary Care Physicians,Arizona,43,98.4
2014,Primary Care Physicians,Arkansas,39,102.6
2014,Primary Care Physicians,California,22,122.2
2014,Primary Care Physicians,Colorado,24,120.7
2014,Primary Care Physicians,Connecticut,6,166.7
2014,Primary Care Physicians,Delaware,30,112.8
2014,Primary Care Physicians,Florida,32,110.0
2014,Primary Care Physicians,Georgia,36,105.4
2014,Primary Care Physicians,Hawaii,9,140.2
2014,Primary Care Physicians,Idaho,50,80.1
2014,Primary Care Physicians,Illinois,11,133.9
2014,Primary Care Physicians,Indiana,37,104.2
2014,Primary Care Physicians,Iowa,46,85.7
2014,Primary Care Physicians,Kansas,35,106.6
2014,Primary Care Physicians,Kentucky,38,103.0
2014,Primary Care Physicians,Louisiana,20,123.7
2014,Primary Care Physicians,Maine,14,130.2
2014,Primary Care Physicians,Maryland,2,178.5
2014,Primary Care Physicians,Massachusetts,1,200.8
2014,Primary Care Physicians,Michigan,22,122.2
2014,Primary Care Physicians,Minnesota,7,145.2
2014,Primary Care Physicians,Mississippi,49,81.8
2014,Primary Care Physicians,Missouri,31,111.8
2014,Primary Care Physicians,Montana,41,99.7
2014,Primary Care Physicians,Nebraska,25,118.5
2014,Primary Care Physicians,Nevada,47,85.3
2014,Primary Care Physicians,New Hampshire,10,135.7
2014,Primary Care Physicians,New Jersey,8,143.7
2014,Primary Care Physicians,New Mexico,27,115.6
2014,Primary Care Physicians,New York,5,167.3
2014,Primary Care Physicians,North Carolina,26,117.9
2014,Primary Care Physicians,North Dakota,21,123.6
2014,Primary Care Physicians,Ohio,17,125.0
2014,Primary Care Physicians,Oklahoma,48,84.8
2014,Primary Care Physicians,Oregon,12,131.5
2014,Primary Care Physicians,Pennsylvania,13,130.3
2014,Primary Care Physicians,Rhode Island,3,177.0
2014,Primary Care Physicians,South Carolina,33,107.9
2014,Primary Care Physicians,South Dakota,28,113.5
2014,Primary Care Physicians,Tennessee,19,124.4
2014,Primary Care Physicians,Texas,42,98.8
2014,Primary Care Physicians,Utah,44,90.8
2014,Primary Care Physicians,Vermont,4,170.9
2014,Primary Care Physicians,Virginia,16,125.8
2014,Primary Care Physicians,Washington,15,126.7
2014,Primary Care Physicians,West Virginia,34,107.8
2014,Primary Care Physicians,Wisconsin,17,125.0
2014,Primary Care Physicians,Wyoming,45,90.0
2014,Primary Care Physicians,United States,,123.5
2014,Primary Care Physicians,District of Columbia,,324.6
2015,All Determinants,Alaska,30.0,-0.114
2015,All Determinants,Alabama,43.0,-0.371
2015,All Determinants,United States,,
2015,All Determinants,Arkansas,48.0,-0.584
2015,All Determinants,Arizona,32.0,-0.141
2015,All Determinants,California,16.0,0.284
2015,All Determinants,Colorado,13.0,0.324
2015,All Determinants,Connecticut,4.0,0.529
2015,All Determinants,District of Columbia,,
2015,All Determinants,Delaware,31.0,-0.121
2015,All Determinants,Florida,33.0,-0.163
2015,All Determinants,Georgia,38.0,-0.28800000000000003
2015,All Determinants,Hawaii,3.0,0.5820000000000001
2015,All Determinants,Iowa,24.0,0.087
2015,All Determinants,Idaho,20.0,0.16
2015,All Determinants,Illinois,27.0,0.003
2015,All Determinants,Indiana,41.0,-0.309
2015,All Determinants,Kansas,26.0,0.028999999999999998
2015,All Determinants,Kentucky,39.0,-0.29600000000000004
2015,All Determinants,Louisiana,50.0,-0.767
2015,All Determinants,Massachusetts,2.0,0.602
2015,All Determinants,Maryland,15.0,0.295
2015,All Determinants,Maine,10.0,0.353
2015,All Determinants,Michigan,35.0,-0.19
2015,All Determinants,Minnesota,7.0,0.371
2015,All Determinants,Missouri,34.0,-0.182
2015,All Determinants,Mississippi,49.0,-0.6659999999999999
2015,All Determinants,Montana,23.0,0.11699999999999999
2015,All Determinants,North Carolina,28.0,-0.027999999999999997
2015,All Determinants,North Dakota,18.0,0.231
2015,All Determinants,Nebraska,14.0,0.305
2015,All Determinants,New Hampshire,5.0,0.495
2015,All Determinants,New Jersey,11.0,0.345
2015,All Determinants,New Mexico,40.0,-0.301
2015,All Determinants,Nevada,45.0,-0.409
2015,All Determinants,New York,8.0,0.368
2015,All Determinants,Ohio,36.0,-0.226
2015,All Determinants,Oklahoma,46.0,-0.41
2015,All Determinants,Oregon,17.0,0.266
2015,All Determinants,Pennsylvania,25.0,0.039
2015,All Determinants,Rhode Island,12.0,0.335
2015,All Determinants,South Carolina,44.0,-0.397
2015,All Determinants,South Dakota,21.0,0.154
2015,All Determinants,Tennessee,42.0,-0.319
2015,All Determinants,Texas,37.0,-0.235
2015,All Determinants,Utah,6.0,0.397
2015,All Determinants,Virginia,19.0,0.228
2015,All Determinants,Vermont,1.0,0.674
2015,All Determinants,Washington,9.0,0.35700000000000004
2015,All Determinants,Wisconsin,22.0,0.146
2015,All Determinants,West Virginia,47.0,-0.442
2015,All Determinants,Wyoming,29.0,-0.043
2015,High Health Status - Female,Alabama,47.0,43.5
2015,High Health Status - Female,Alaska,8.0,57.3
2015,High Health Status - Female,Arizona,29.0,50.5
2015,High Health Status - Female,Arkansas,48.0,43.1
2015,High Health Status - Female,California,31.0,50.2
2015,High Health Status - Female,Colorado,10.0,57.1
2015,High Health Status - Female,Connecticut,6.0,57.9
2015,High Health Status - Female,Delaware,26.0,51.8
2015,High Health Status - Female,Oregon,15.0,55.4
2015,High Health Status - Female,Pennsylvania,22.0,53.0
2015,High Health Status - Female,Rhode Island,17.0,55.1
2015,High Health Status - Female,South Carolina,36.0,48.7
2015,High Health Status - Female,South Dakota,16.0,55.2
2015,High Health Status - Female,Tennessee,44.0,44.7
2015,High Health Status - Female,Texas,45.0,44.4
2015,High Health Status - Female,Utah,5.0,58.1
2015,High Health Status - Female,Vermont,2.0,60.7
2015,High Health Status - Female,Virginia,22.0,53.0
2015,High Health Status - Female,Washington,21.0,53.5
2015,High Health Status - Female,West Virginia,50.0,40.9
2015,High Health Status - Female,Wisconsin,20.0,54.1
2015,High Health Status - Female,Wyoming,12.0,56.8
2015,High Health Status - Female,United States,,50.4
2015,High Health Status - Female,District of Columbia,,62.3
2015,High Health Status - Female,Florida,38.0,48.1
2015,High Health Status - Female,Georgia,36.0,48.7
2015,High Health Status - Female,Hawaii,35.0,48.8
2015,High Health Status - Female,Idaho,8.0,57.3
2015,High Health Status - Female,Illinois,30.0,50.4
2015,High Health Status - Female,Indiana,43.0,45.2
2015,High Health Status - Female,Iowa,14.0,56.3
2015,High Health Status - Female,Kansas,22.0,53.0
2015,High Health Status - Female,Kentucky,46.0,43.6
2015,High Health Status - Female,Louisiana,40.0,47.2
2015,High Health Status - Female,Maine,7.0,57.8
2015,High Health Status - Female,Maryland,13.0,56.4
2015,High Health Status - Female,Massachusetts,3.0,58.8
2015,High Health Status - Female,Michigan,28.0,50.8
2015,High Health Status - Female,Minnesota,3.0,58.8
2015,High Health Status - Female,Mississippi,49.0,41.6
2015,High Health Status - Female,Missouri,33.0,49.5
2015,High Health Status - Female,Montana,18.0,54.5
2015,High Health Status - Female,Nebraska,11.0,57.0
2015,High Health Status - Female,Nevada,41.0,46.6
2015,High Health Status - Female,New Hampshire,1.0,61.3
2015,High Health Status - Female,New Jersey,26.0,51.8
2015,High Health Status - Female,New Mexico,42.0,45.6
2015,High Health Status - Female,New York,25.0,51.9
2015,High Health Status - Female,North Carolina,32.0,49.8
2015,High Health Status - Female,North Dakota,19.0,54.4
2015,High Health Status - Female,Ohio,34.0,49.4
2015,High Health Status - Female,Oklahoma,39.0,47.6
2015,Overall,Alaska,27.0,0.057
2015,Overall,Alabama,46.0,-0.696
2015,Overall,United States,,
2015,Overall,Arkansas,48.0,-0.888
2015,Overall,Arizona,30.0,-0.069
2015,Overall,California,16.0,0.354
2015,Overall,Colorado,8.0,0.56
2015,Overall,Connecticut,6.0,0.669
2015,Overall,District of Columbia,,
2015,Overall,Delaware,32.0,-0.162
2015,Overall,Florida,33.0,-0.174
2015,Overall,Georgia,40.0,-0.371
2015,Overall,Hawaii,1.0,0.892
2015,Overall,Iowa,22.0,0.23800000000000002
2015,Overall,Idaho,17.0,0.35100000000000003
2015,Overall,Illinois,28.0,-0.001
2015,Overall,Indiana,41.0,-0.44
2015,Overall,Kansas,26.0,0.105
2015,Overall,Kentucky,44.0,-0.599
2015,Overall,Louisiana,50.0,-0.986
2015,Overall,Massachusetts,3.0,0.7090000000000001
2015,Overall,Maryland,18.0,0.33
2015,Overall,Maine,15.0,0.37
2015,Overall,Michigan,35.0,-0.275
2015,Overall,Minnesota,4.0,0.696
2015,Overall,Missouri,36.0,-0.29100000000000004
2015,Overall,Mississippi,49.0,-0.9520000000000001
2015,Overall,Montana,23.0,0.20800000000000002
2015,Overall,North Carolina,31.0,-0.13
2015,Overall,North Dakota,12.0,0.45299999999999996
2015,Overall,Nebraska,10.0,0.49
2015,Overall,New Hampshire,5.0,0.688
2015,Overall,New Jersey,11.0,0.473
2015,Overall,New Mexico,37.0,-0.317
2015,Overall,Nevada,38.0,-0.354
2015,Overall,New York,13.0,0.43799999999999994
2015,Overall,Ohio,39.0,-0.366
2015,Overall,Oklahoma,45.0,-0.6629999999999999
2015,Overall,Oregon,20.0,0.306
2015,Overall,Pennsylvania,29.0,-0.027999999999999997
2015,Overall,Rhode Island,14.0,0.377
2015,Overall,South Carolina,42.0,-0.555
2015,Overall,South Dakota,19.0,0.318
2015,Overall,Tennessee,43.0,-0.586
2015,Overall,Texas,34.0,-0.191
2015,Overall,Utah,7.0,0.653
2015,Overall,Virginia,21.0,0.294
2015,Overall,Vermont,2.0,0.831
2015,Overall,Washington,9.0,0.512
2015,Overall,Wisconsin,24.0,0.192
2015,Overall,West Virginia,47.0,-0.77
2015,Overall,Wyoming,25.0,0.132
2015,Primary Care Physicians,Alabama,40.0,103.5
2015,Primary Care Physicians,Alaska,31.0,114.2
2015,Primary Care Physicians,Arizona,42.0,99.7
2015,Primary Care Physicians,Arkansas,39.0,105.3
2015,Primary Care Physicians,California,22.0,123.3
2015,Primary Care Physicians,Colorado,23.0,123.2
2015,Primary Care Physicians,Connecticut,6.0,169.0
2015,Primary Care Physicians,Delaware,30.0,114.3
2015,Primary Care Physicians,Florida,32.0,111.7
2015,Primary Care Physicians,Georgia,36.0,107.1
2015,Primary Care Physicians,Hawaii,9.0,140.9
2015,Primary Care Physicians,Idaho,50.0,81.5
2015,Primary Care Physicians,Illinois,10.0,138.8
2015,Primary Care Physicians,Indiana,38.0,106.7
2015,Primary Care Physicians,Iowa,45.0,89.0
2015,Primary Care Physicians,Kansas,35.0,108.3
2015,Primary Care Physicians,Kentucky,37.0,107.0
2015,Primary Care Physicians,Louisiana,20.0,125.0
2015,Primary Care Physicians,Maine,12.0,135.2
2015,Primary Care Physicians,Maryland,2.0,183.7
2015,Primary Care Physicians,Massachusetts,1.0,206.7
2015,Primary Care Physicians,Michigan,21.0,124.1
2015,Primary Care Physicians,Minnesota,7.0,146.2
2015,Primary Care Physicians,Mississippi,49.0,84.7
2015,Primary Care Physicians,Missouri,28.0,115.2
2015,Primary Care Physicians,Montana,41.0,102.6
2015,Primary Care Physicians,Nebraska,24.0,123.1
2015,Primary Care Physicians,Nevada,47.0,85.6
2015,Primary Care Physicians,New Hampshire,11.0,137.5
2015,Primary Care Physicians,New Jersey,8.0,145.2
2015,Primary Care Physicians,New Mexico,26.0,119.9
2015,Primary Care Physicians,New York,5.0,170.1
2015,Primary Care Physicians,North Carolina,27.0,119.7
2015,Primary Care Physicians,North Dakota,25.0,122.4
2015,Primary Care Physicians,Ohio,15.0,129.7
2015,Primary Care Physicians,Oklahoma,48.0,85.2
2015,Primary Care Physicians,Oregon,14.0,134.6
2015,Primary Care Physicians,Pennsylvania,13.0,135.1
2015,Primary Care Physicians,Rhode Island,4.0,179.6
2015,Primary Care Physicians,South Carolina,34.0,108.8
2015,Primary Care Physicians,South Dakota,29.0,114.9
2015,Primary Care Physicians,Tennessee,18.0,126.4
2015,Primary Care Physicians,Texas,43.0,99.4
2015,Primary Care Physicians,Utah,44.0,90.5
2015,Primary Care Physicians,Vermont,3.0,181.3
2015,Primary Care Physicians,Virginia,17.0,127.2
2015,Primary Care Physicians,Washington,16.0,128.2
2015,Primary Care Physicians,West Virginia,33.0,109.2
2015,Primary Care Physicians,Wisconsin,19.0,125.3
2015,Primary Care Physicians,Wyoming,46.0,88.7
2015,Primary Care Physicians,United States,,127.4
2015,Primary Care Physicians,District of Columbia,,325.5
2016,All Determinants,Alaska,33.0,-0.139
2016,All Determinants,Alabama,46.0,-0.42700000000000005
2016,All Determinants,Arkansas,48.0,-0.506
2016,All Determinants,Arizona,30.0,-0.062
2016,All Determinants,California,16.0,0.27699999999999997
2016,All Determinants,Colorado,10.0,0.373
2016,All Determinants,Connecticut,3.0,0.618
2016,All Determinants,Delaware,28.0,-0.003
2016,All Determinants,Florida,36.0,-0.22699999999999998
2016,All Determinants,Georgia,43.0,-0.355
2016,All Determinants,Hawaii,4.0,0.616
2016,All Determinants,Iowa,19.0,0.22899999999999998
2016,All Determinants,Idaho,18.0,0.231
2016,All Determinants,Illinois,24.0,0.063
2016,All Determinants,Indiana,37.0,-0.228
2016,All Determinants,Kansas,29.0,-0.057999999999999996
2016,All Determinants,Kentucky,44.0,-0.36
2016,All Determinants,Louisiana,49.0,-0.7070000000000001
2016,All Determinants,Massachusetts,1.0,0.648
2016,All Determinants,Maryland,13.0,0.315
2016,All Determinants,Maine,20.0,0.22399999999999998
2016,All Determinants,Michigan,32.0,-0.136
2016,All Determinants,Minnesota,6.0,0.456
2016,All Determinants,Missouri,34.0,-0.20199999999999999
2016,All Determinants,Mississippi,50.0,-0.745
2016,All Determinants,Montana,23.0,0.09
2016,All Determinants,North Carolina,31.0,-0.096
2016,All Determinants,North Dakota,13.0,0.315
2016,All Determinants,Nebraska,15.0,0.28600000000000003
2016,All Determinants,New Hampshire,5.0,0.556
2016,All Determinants,New Jersey,7.0,0.44299999999999995
2016,All Determinants,New Mexico,41.0,-0.33399999999999996
2016,All Determinants,Nevada,40.0,-0.295
2016,All Determinants,New York,12.0,0.341
2016,All Determinants,Ohio,39.0,-0.251
2016,All Determinants,Oklahoma,47.0,-0.428
2016,All Determinants,Oregon,17.0,0.239
2016,All Determinants,Pennsylvania,25.0,0.035
2016,All Determinants,Rhode Island,8.0,0.43799999999999994
2016,All Determinants,South Carolina,42.0,-0.345
2016,All Determinants,South Dakota,26.0,0.012
2016,All Determinants,Tennessee,45.0,-0.365
2016,All Determinants,Texas,35.0,-0.22399999999999998
2016,All Determinants,Utah,11.0,0.37
2016,All Determinants,Virginia,21.0,0.209
2016,All Determinants,Vermont,2.0,0.627
2016,All Determinants,Washington,9.0,0.42700000000000005
2016,All Determinants,Wisconsin,22.0,0.114
2016,All Determinants,West Virginia,38.0,-0.243
2016,All Determinants,Wyoming,27.0,0.008
2016,High Health Status - Female,Alabama,45.0,43.8
2016,High Health Status - Female,Alaska,16.0,55.1
2016,High Health Status - Female,Arizona,29.0,51.0
2016,High Health Status - Female,Arkansas,46.0,43.4
2016,High Health Status - Female,California,33.0,50.4
2016,High Health Status - Female,Colorado,7.0,57.8
2016,High Health Status - Female,Connecticut,5.0,58.2
2016,High Health Status - Female,Delaware,24.0,51.7
2016,High Health Status - Female,Florida,34.0,50.1
2016,High Health Status - Female,Georgia,36.0,48.5
2016,High Health Status - Female,Hawaii,38.0,48.1
2016,High Health Status - Female,Idaho,10.0,56.8
2016,High Health Status - Female,Illinois,26.0,51.4
2016,High Health Status - Female,Indiana,36.0,48.5
2016,High Health Status - Female,Iowa,14.0,55.4
2016,High Health Status - Female,Kansas,25.0,51.6
2016,High Health Status - Female,Kentucky,42.0,45.3
2016,High Health Status - Female,Louisiana,41.0,45.6
2016,High Health Status - Female,Maine,11.0,56.3
2016,High Health Status - Female,Maryland,8.0,57.1
2016,High Health Status - Female,Massachusetts,6.0,58.0
2016,High Health Status - Female,Michigan,35.0,48.9
2016,High Health Status - Female,Minnesota,4.0,58.8
2016,High Health Status - Female,Mississippi,49.0,42.6
2016,High Health Status - Female,Missouri,27.0,51.2
2016,High Health Status - Female,Montana,18.0,54.6
2016,High Health Status - Female,Nebraska,15.0,55.3
2016,High Health Status - Female,Nevada,50.0,42.4
2016,High Health Status - Female,New Hampshire,2.0,59.3
2016,High Health Status - Female,New Jersey,27.0,51.2
2016,High Health Status - Female,New Mexico,39.0,47.8
2016,High Health Status - Female,New York,31.0,50.7
2016,High Health Status - Female,North Carolina,40.0,47.7
2016,High Health Status - Female,North Dakota,12.0,55.9
2016,High Health Status - Female,Ohio,23.0,51.8
2016,High Health Status - Female,Oklahoma,44.0,44.7
2016,High Health Status - Female,Oregon,22.0,52.5
2016,High Health Status - Female,Pennsylvania,31.0,50.7
2016,High Health Status - Female,Rhode Island,19.0,54.3
2016,High Health Status - Female,South Carolina,30.0,50.8
2016,High Health Status - Female,South Dakota,17.0,54.8
2016,High Health Status - Female,Tennessee,43.0,45.2
2016,High Health Status - Female,Texas,47.0,43.2
2016,High Health Status - Female,Utah,2.0,59.3
2016,High Health Status - Female,Vermont,1.0,60.5
2016,High Health Status - Female,Virginia,21.0,53.7
2016,High Health Status - Female,Washington,13.0,55.6
2016,High Health Status - Female,West Virginia,47.0,43.2
2016,High Health Status - Female,Wisconsin,19.0,54.3
2016,High Health Status - Female,Wyoming,9.0,57.0
2016,High Health Status - Female,United States,,50.4
2016,High Health Status - Female,District of Columbia,,59.8
2016,Overall,Alaska,30.0,-0.031
2016,Overall,Alabama,47.0,-0.7929999999999999
2016,Overall,Arkansas,48.0,-0.8340000000000001
2016,Overall,Arizona,29.0,-0.02
2016,Overall,California,16.0,0.34600000000000003
2016,Overall,Colorado,10.0,0.5589999999999999
2016,Overall,Connecticut,3.0,0.747
2016,Overall,Delaware,31.0,-0.077
2016,Overall,Florida,36.0,-0.307
2016,Overall,Georgia,41.0,-0.46399999999999997
2016,Overall,Hawaii,1.0,0.905
2016,Overall,Iowa,17.0,0.34299999999999997
2016,Overall,Idaho,15.0,0.35600000000000004
2016,Overall,Illinois,26.0,0.084
2016,Overall,Indiana,39.0,-0.37200000000000005
2016,Overall,Kansas,27.0,-0.012
2016,Overall,Kentucky,45.0,-0.6509999999999999
2016,Overall,Louisiana,49.0,-1.043
2016,Overall,Massachusetts,2.0,0.76
2016,Overall,Maryland,18.0,0.322
2016,Overall,Maine,22.0,0.192
2016,Overall,Michigan,34.0,-0.251
2016,Overall,Minnesota,4.0,0.727
2016,Overall,Missouri,37.0,-0.33799999999999997
2016,Overall,Mississippi,50.0,-1.123
2016,Overall,Montana,23.0,0.17800000000000002
2016,Overall,North Carolina,32.0,-0.19399999999999998
2016,Overall,North Dakota,11.0,0.473
2016,Overall,Nebraska,12.0,0.43200000000000005
2016,Overall,New Hampshire,6.0,0.696
2016,Overall,New Jersey,9.0,0.5710000000000001
2016,Overall,New Mexico,38.0,-0.363
2016,Overall,Nevada,35.0,-0.304
2016,Overall,New York,13.0,0.43
2016,Overall,Ohio,40.0,-0.391
2016,Overall,Oklahoma,46.0,-0.691
2016,Overall,Oregon,21.0,0.21100000000000002
2016,Overall,Pennsylvania,28.0,-0.016
2016,Overall,Rhode Island,14.0,0.42200000000000004
2016,Overall,South Carolina,42.0,-0.532
2016,Overall,South Dakota,24.0,0.16899999999999998
2016,Overall,Tennessee,44.0,-0.626
2016,Overall,Texas,33.0,-0.20800000000000002
2016,Overall,Utah,8.0,0.578
2016,Overall,Virginia,19.0,0.264
2016,Overall,Vermont,5.0,0.7090000000000001
2016,Overall,Washington,7.0,0.5820000000000001
2016,Overall,Wisconsin,20.0,0.22
2016,Overall,West Virginia,43.0,-0.595
2016,Overall,Wyoming,25.0,0.11599999999999999
2016,Primary Care Physicians,Alaska,28.0,134.1
2016,Primary Care Physicians,Alabama,42.0,116.4
2016,Primary Care Physicians,Arkansas,43.0,114.7
2016,Primary Care Physicians,Arizona,37.0,123.3
2016,Primary Care Physicians,California,30.0,131.5
2016,Primary Care Physicians,Colorado,25.0,136.3
2016,Primary Care Physicians,Connecticut,4.0,197.8
2016,Primary Care Physicians,Delaware,17.0,151.4
2016,Primary Care Physicians,Florida,33.0,128.0
2016,Primary Care Physicians,Georgia,41.0,117.2
2016,Primary Care Physicians,Hawaii,10.0,172.6
2016,Primary Care Physicians,Iowa,23.0,139.1
2016,Primary Care Physicians,Idaho,50.0,93.7
2016,Primary Care Physicians,Illinois,11.0,169.5
2016,Primary Care Physicians,Indiana,38.0,121.3
2016,Primary Care Physicians,Kansas,31.0,129.0
2016,Primary Care Physicians,Kentucky,40.0,117.7
2016,Primary Care Physicians,Louisiana,34.0,125.7
2016,Primary Care Physicians,Massachusetts,2.0,227.5
2016,Primary Care Physicians,Maryland,8.0,179.2
2016,Primary Care Physicians,Maine,7.0,183.7
2016,Primary Care Physicians,Michigan,6.0,187.5
2016,Primary Care Physicians,Minnesota,14.0,159.3
2016,Primary Care Physicians,Missouri,16.0,155.9
2016,Primary Care Physicians,Mississippi,48.0,102.3
2016,Primary Care Physicians,Montana,44.0,110.8
2016,Primary Care Physicians,North Carolina,32.0,128.3
2016,Primary Care Physicians,North Dakota,25.0,136.3
2016,Primary Care Physicians,Nebraska,19.0,148.0
2016,Primary Care Physicians,New Hampshire,15.0,157.4
2016,Primary Care Physicians,New Jersey,12.0,165.2
2016,Primary Care Physicians,New Mexico,29.0,133.4
2016,Primary Care Physicians,Nevada,46.0,104.3
2016,Primary Care Physicians,New York,3.0,206.2
2016,Primary Care Physicians,Ohio,13.0,162.0
2016,Primary Care Physicians,Oklahoma,36.0,123.7
2016,Primary Care Physicians,Oregon,22.0,139.6
2016,Primary Care Physicians,Pennsylvania,5.0,192.9
2016,Primary Care Physicians,Rhode Island,1.0,247.7
2016,Primary Care Physicians,South Carolina,35.0,124.3
2016,Primary Care Physicians,South Dakota,39.0,120.2
2016,Primary Care Physicians,Tennessee,27.0,135.1
2016,Primary Care Physicians,Texas,45.0,110.3
2016,Primary Care Physicians,Utah,49.0,96.7
2016,Primary Care Physicians,Virginia,24.0,138.1
2016,Primary Care Physicians,Vermont,9.0,173.0
2016,Primary Care Physicians,Washington,20.0,141.4
2016,Primary Care Physicians,Wisconsin,21.0,140.3
2016,Primary Care Physicians,West Virginia,18.0,151.2
2016,Primary Care Physicians,Wyoming,47.0,103.7
2016,Primary Care Physicians,United States,,145.3
2016,Primary Care Physicians,District of Columbia,,431.6
2017,All Determinants,Alaska,34.0,-0.19
2017,All Determinants,Alabama,47.0,-0.42700000000000005
2017,All Determinants,Arkansas,48.0,-0.449
2017,All Determinants,Arizona,33.0,-0.157
2017,All Determinants,California,18.0,0.245
2017,All Determinants,Colorado,9.0,0.406
2017,All Determinants,Connecticut,4.0,0.564
2017,All Determinants,Delaware,28.0,-0.009000000000000001
2017,All Determinants,Florida,32.0,-0.155
2017,All Determinants,Georgia,42.0,-0.303
2017,All Determinants,Hawaii,3.0,0.6409999999999999
2017,All Determinants,Iowa,20.0,0.22899999999999998
2017,All Determinants,Idaho,14.0,0.284
2017,All Determinants,Illinois,27.0,0.006999999999999999
2017,All Determinants,Indiana,37.0,-0.207
2017,All Determinants,Kansas,25.0,0.057
2017,All Determinants,Kentucky,39.0,-0.22899999999999998
2017,All Determinants,Louisiana,49.0,-0.687
2017,All Determinants,Massachusetts,1.0,0.778
2017,All Determinants,Maryland,13.0,0.313
2017,All Determinants,Maine,15.0,0.273
2017,All Determinants,Michigan,30.0,-0.071
2017,All Determinants,Minnesota,8.0,0.42200000000000004
2017,All Determinants,Missouri,41.0,-0.273
2017,All Determinants,Mississippi,50.0,-0.705
2017,All Determinants,Montana,23.0,0.115
2017,All Determinants,North Carolina,31.0,-0.084
2017,All Determinants,North Dakota,22.0,0.166
2017,All Determinants,Nebraska,16.0,0.26
2017,All Determinants,New Hampshire,5.0,0.547
2017,All Determinants,New Jersey,12.0,0.375
2017,All Determinants,New Mexico,36.0,-0.196
2017,All Determinants,Nevada,35.0,-0.195
2017,All Determinants,New York,10.0,0.402
2017,All Determinants,Ohio,40.0,-0.266
2017,All Determinants,Oklahoma,43.0,-0.326
2017,All Determinants,Oregon,17.0,0.24600000000000002
2017,All Determinants,Pennsylvania,24.0,0.06
2017,All Determinants,Rhode Island,7.0,0.45899999999999996
2017,All Determinants,South Carolina,46.0,-0.424
2017,All Determinants,South Dakota,26.0,0.043
2017,All Determinants,Tennessee,45.0,-0.381
2017,All Determinants,Texas,38.0,-0.214
2017,All Determinants,Utah,6.0,0.491
2017,All Determinants,Virginia,19.0,0.24100000000000002
2017,All Determinants,Vermont,2.0,0.674
2017,All Determinants,Washington,11.0,0.39
2017,All Determinants,Wisconsin,21.0,0.201
2017,All Determinants,West Virginia,44.0,-0.358
2017,All Determinants,Wyoming,29.0,-0.017
2017,High Health Status - Female,Alabama,45.0,43.8
2017,High Health Status - Female,Alaska,10.0,54.6
2017,High Health Status - Female,Arizona,25.0,51.3
2017,High Health Status - Female,Arkansas,50.0,39.3
2017,High Health Status - Female,California,33.0,49.6
2017,High Health Status - Female,Colorado,6.0,57.6
2017,High Health Status - Female,Connecticut,7.0,56.2
2017,High Health Status - Female,Delaware,20.0,52.6
2017,High Health Status - Female,Florida,34.0,49.1
2017,High Health Status - Female,Georgia,38.0,48.0
2017,High Health Status - Female,Hawaii,37.0,48.4
2017,High Health Status - Female,Idaho,26.0,50.9
2017,High Health Status - Female,Illinois,31.0,50.2
2017,High Health Status - Female,Indiana,36.0,48.8
2017,High Health Status - Female,Iowa,11.0,54.5
2017,High Health Status - Female,Kansas,18.0,52.7
2017,High Health Status - Female,Kentucky,44.0,44.1
2017,High Health Status - Female,Louisiana,41.0,46.3
2017,High Health Status - Female,Maine,9.0,54.7
2017,High Health Status - Female,Maryland,17.0,53.5
2017,High Health Status - Female,Massachusetts,2.0,60.2
2017,High Health Status - Female,Michigan,39.0,47.7
2017,High Health Status - Female,Minnesota,5.0,58.4
2017,High Health Status - Female,Mississippi,49.0,42.0
2017,High Health Status - Female,Missouri,22.0,52.2
2017,High Health Status - Female,Montana,14.0,53.6
2017,High Health Status - Female,Nebraska,14.0,53.6
2017,High Health Status - Female,Nevada,42.0,45.6
2017,High Health Status - Female,New Hampshire,3.0,59.8
2017,High Health Status - Female,New Jersey,29.0,50.3
2017,High Health Status - Female,New Mexico,46.0,43.5
2017,High Health Status - Female,New York,28.0,50.5
2017,High Health Status - Female,North Carolina,35.0,49.0
2017,High Health Status - Female,North Dakota,11.0,54.5
2017,High Health Status - Female,Ohio,29.0,50.3
